Name,player_id,year,ab,k_percent,bb_percent,xba,xslg,xwoba,xwobacon,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,team_abbrev,xhr,xhr_rate,PC1,PC2,PC3,PC4
"Skenes, Paul",694973,2024,475,33.1,6.2,0.193,0.297,0.248,0.33,27.8,5.2,6.2,22.9,20.6,40.5,4.2,36.3,93.629853102,68.5,20.8,30.9,46.5,PIT,10.6,0.02231578947368421,-3.803255763385235,0.43647071144669447,1.3387854172234235,-0.5875129123201819
"Reid-Foley, Sean",656887,2024,75,27.8,15.6,0.198,0.238,0.266,0.281,19.6,0.0,2.0,25.5,23.5,43.1,5.9,39.2,94.776466863,69.2,23.4,21.0,47.6,NYM,0.0,0.0,-4.655172119424509,2.1718815794022026,1.2426880034964545,2.0977123716150285
"Hernández, Elieser",622694,2024,59,12.5,7.8,0.282,0.544,0.377,0.405,35.3,15.7,7.8,23.5,35.3,13.7,3.9,52.9,95.569347451,65.1,20.2,23.0,32.1,MIL,4.2,0.0711864406779661,5.365478522204107,-2.150411618513086,-0.6906655434984224,1.2164943614163954
"Ramirez, Nick",598286,2024,54,7.9,11.1,0.336,0.533,0.41,0.418,37.3,9.8,5.9,33.3,15.7,35.3,0.0,51.0,95.811534118,68.1,14.1,28.0,32.1,,0.0,0.0,5.489013817136016,3.0544575580602205,1.211539030826946,-0.8558682729892222
"Castro, Miguel",612434,2024,59,12.5,4.7,0.325,0.514,0.38,0.415,38.5,5.8,1.9,28.8,21.2,34.6,7.7,25.0,92.005902941,66.0,10.0,30.2,34.2,AZ,3.3,0.05593220338983051,1.9177673216077569,2.390758059581565,-3.862980495297883,-1.652576706879932
"Walston, Blake",686796,2024,70,21.7,12.0,0.232,0.416,0.343,0.373,28.8,9.6,9.6,23.1,28.8,25.0,3.8,36.5,94.187306538,69.4,12.6,23.5,46.5,AZ,4.3,0.06142857142857142,1.1247076462554122,-0.981225488625004,-0.6610477543239854,1.7467428868608752
"Thompson, Zack",668868,2024,74,24.1,9.6,0.256,0.439,0.34,0.408,33.3,13.0,7.4,25.9,27.8,22.2,1.9,40.7,94.78644,61.4,15.5,33.3,39.6,STL,6.0,0.08108108108108109,2.365613103027007,-1.4047543508264826,0.49319011511316896,0.6008710512905816
"La Sorsa, Joe",686747,2024,66,18.9,6.8,0.258,0.45,0.327,0.379,31.5,9.3,7.4,14.8,27.8,29.6,11.1,33.3,93.953439808,64.2,6.9,22.3,28.0,WSH,3.6,0.05454545454545455,1.0159881106818247,0.855976494487041,-3.305346388977829,1.6281121894381507
"Crouse, Hans",668968,2024,87,31.8,15.9,0.164,0.323,0.29,0.34,31.5,9.3,9.3,14.8,38.9,16.7,9.3,29.6,92.614194231,65.1,23.2,28.6,57.1,LAA,3.8,0.04367816091954023,-3.6330022764866015,-4.017329034501772,-0.884894711811684,2.6412611400080053
"Clevinger, Mike",605182,2024,69,19.2,11.5,0.284,0.581,0.398,0.466,40.7,14.8,3.7,27.8,29.6,22.2,1.9,37.0,94.507766415,64.7,25.3,29.3,29.5,CWS,3.4,0.049275362318840575,4.32946469909278,-1.8051352582633937,-0.5313310255791241,0.3476840016867354
"Pennington, Walter",679156,2024,71,20.2,13.1,0.258,0.422,0.354,0.384,42.6,7.4,13.0,18.5,18.5,33.3,7.4,44.4,94.982818846,65.2,15.8,28.6,48.0,TEX,1.9,0.02676056338028169,1.6969949242167919,0.25317296936921585,1.4139939018316723,0.8965594262278835
"Zuñiga, Guillo",670871,2024,66,15.8,10.5,0.236,0.413,0.312,0.332,32.7,7.3,12.7,18.2,29.1,29.1,3.6,49.1,94.942600545,67.2,10.0,23.4,50.0,LAA,3.6,0.05454545454545455,1.4615322042246073,-0.20489179261906823,0.26365165266810153,1.741409695505949
"Mikolas, Miles",571945,2024,683,16.9,3.5,0.278,0.459,0.331,0.383,38.1,8.1,8.8,24.2,23.5,31.2,4.2,42.3,94.25374515,66.5,12.5,27.9,28.7,STL,27.8,0.040702781844802347,2.291605760656571,0.9992428295907642,-0.9783973484886344,-1.3263799831647511
"Jefferies, Daulton",641726,2024,68,16.4,5.5,0.248,0.444,0.321,0.356,39.3,8.9,10.7,19.6,26.8,28.6,5.4,35.7,93.7465825,70.4,14.0,28.1,35.9,PIT,3.0,0.04411764705882353,1.0979327643872054,-0.5473154740182944,-1.7072104689714434,-0.775985484323247
"Guenther, Sean",674944,2024,69,16.4,2.7,0.197,0.267,0.229,0.243,21.1,1.8,3.5,22.8,22.8,45.6,3.5,31.6,93.011526667,61.7,8.9,32.2,40.5,DET,0.2,0.002898550724637681,-5.2068969119161475,4.041783685289838,-1.58976662848655,-0.7598265912877507
"Bolton, Cody",675989,2024,73,20.5,10.8,0.234,0.377,0.306,0.337,33.3,7.0,7.0,19.3,29.8,33.3,3.5,35.1,93.526030877,58.6,15.9,29.5,39.2,SEA,2.9,0.03972602739726027,-1.0749519990802971,0.39998333701110067,-0.9970347696890403,1.4051889193914056
"Criswell, Cooper",681867,2024,377,17.2,7.3,0.262,0.398,0.32,0.349,33.2,7.0,7.0,25.2,21.7,35.1,3.8,37.4,94.249624744,62.2,12.9,28.5,26.0,BOS,10.2,0.02705570291777188,0.5204883113360502,2.150635321597946,-1.0577045326449623,-0.30334673934107037
"Paxton, James",572020,2024,379,16.7,11.4,0.255,0.403,0.334,0.354,32.6,8.0,7.0,21.7,31.3,26.5,5.1,43.1,94.558863072,69.3,12.5,25.8,43.3,BOS,12.5,0.032981530343007916,1.0291079787421769,-0.036689697488661556,-0.7341253486661447,0.938049568877852
"Blewett, Scott",656240,2024,76,21.2,9.4,0.246,0.388,0.307,0.356,27.6,8.6,5.2,25.9,29.3,31.0,0.0,46.6,95.382558966,73.8,20.3,30.8,38.8,MIN,1.9,0.024999999999999998,0.4714334188159677,-0.3427754673656383,1.2144318610651383,-0.5475629907314142
"Hentges, Sam",656529,2024,85,29.7,5.5,0.207,0.313,0.25,0.33,32.8,5.2,5.2,22.4,24.1,34.5,6.9,36.2,94.071008214,65.6,17.8,29.2,56.0,CLE,1.7,0.02,-3.22743796358802,0.3273465695691599,0.9762873050417626,-0.4078751398345417
"Nola, Aaron",605400,2024,764,24.0,6.1,0.244,0.388,0.299,0.367,35.4,7.2,7.4,24.2,22.6,33.5,4.9,38.2,94.038174053,66.7,15.9,32.1,42.6,PHI,26.3,0.03442408376963351,-0.3782686251369377,0.41256182297980626,0.33152720813019904,-1.054637327222566
"Ramírez, Erasmo",541640,2024,73,17.6,11.8,0.204,0.446,0.326,0.346,32.2,15.3,1.7,11.9,35.6,35.6,0.0,32.2,92.818081525,67.9,20.9,22.1,32.3,TB,5.3,0.07260273972602739,0.03355540055555056,-2.0284976016207086,-2.9740162528241356,3.7404407152718044
"Paredes, Enoli",660600,2024,75,18.4,11.5,0.23,0.365,0.317,0.327,30.5,8.5,3.4,27.1,22.0,28.8,8.5,32.2,93.028081034,65.3,22.9,26.7,39.1,CHC,0.7,0.009333333333333332,-1.867646038560954,0.8635122259439934,-1.3635270982664969,0.511303640835496
"Bush, Ky",681066,2024,69,12.6,18.4,0.254,0.395,0.352,0.326,32.2,3.4,13.6,23.7,30.5,23.7,5.1,49.2,94.648925789,60.5,12.0,25.0,45.5,CWS,2.1,0.030434782608695653,1.2981894584258096,0.7658403162816309,0.12537643083528952,2.2936661572098567
"Ramirez, Emmanuel",642629,2024,80,22.8,8.7,0.254,0.417,0.336,0.388,33.3,6.7,15.0,30.0,20.0,23.3,3.3,45.0,95.171073051,66.7,20.2,29.0,43.1,MIA,2.7,0.03375,1.8188828128218797,-0.3260691327342971,2.063514208998529,-1.1222712177809933
"Henriquez, Ronny",678692,2024,75,18.3,6.1,0.277,0.458,0.345,0.396,30.0,8.3,8.3,28.3,13.3,41.7,0.0,50.0,94.925911833,73.6,15.6,27.7,46.5,MIN,2.5,0.03333333333333333,2.562360454713916,1.797750676446192,2.188225086975591,-0.9060733152811535
"Keuchel, Dallas",572971,2024,70,13.9,10.1,0.285,0.433,0.345,0.363,30.0,5.0,5.0,23.3,20.0,40.0,3.3,35.0,93.671513448,62.8,10.5,19.8,40.5,MIL,1.6,0.022857142857142857,0.7925131077370668,3.2448272971962067,-1.4960708548711945,1.6568184092580094
"Emanuel, Kent",592288,2024,71,14.6,8.5,0.271,0.482,0.364,0.381,25.0,10.0,3.3,21.7,18.3,41.7,5.0,45.0,94.437106,61.5,10.4,18.5,18.5,MIA,3.6,0.05070422535211268,2.6065918683621057,3.3781835897849475,-1.7858834568286106,2.6393543232539622
"Marinaccio, Ron",676760,2024,83,25.3,10.1,0.216,0.382,0.319,0.37,27.9,8.2,4.9,21.3,29.5,27.9,6.6,39.3,94.376782586,63.6,21.4,29.4,40.3,NYY,4.3,0.05180722891566265,-0.8183724789970487,-0.7497527201542655,-0.06446286198531602,1.2593045340707443
"Means, John",607644,2024,76,20.0,2.5,0.268,0.469,0.332,0.401,39.3,6.6,16.4,24.6,36.1,11.5,4.9,52.5,95.433425167,70.1,22.7,28.2,34.8,BAL,2.5,0.03289473684210526,3.1156240123233916,-2.5701969500697452,0.7037522453638352,-2.662068872201883
"Ryan, Ryder",656924,2024,78,18.3,9.7,0.269,0.451,0.358,0.39,36.5,11.1,4.8,28.6,25.4,22.2,6.3,44.4,94.773042295,71.0,14.4,32.7,44.4,PIT,1.5,0.019230769230769232,2.0972481844285507,-0.1402954449015037,0.31122716562531433,-1.0439903527733996
"Ort, Kaleb",672391,2024,89,28.0,4.3,0.206,0.378,0.269,0.353,23.8,6.3,7.9,22.2,36.5,22.2,4.8,36.5,94.011532097,67.6,20.8,32.0,39.7,HOU,5.2,0.058426966292134834,-1.8791706353685975,-1.8969975658897291,-0.6089987519050137,-0.7596759042383516
"Sauer, Matt",669422,2024,71,10.7,13.1,0.261,0.466,0.364,0.353,33.3,9.5,9.5,20.6,33.3,27.0,0.0,42.9,93.931096349,74.5,13.5,25.8,21.7,KC,2.3,0.0323943661971831,2.63687290448394,-0.47514530345667433,-2.239615567591755,0.6285508979880227
"King, Bryan",687911,2024,95,29.4,9.2,0.207,0.307,0.277,0.331,31.3,3.1,3.1,25.0,29.7,31.3,7.8,34.4,92.854370484,67.2,16.2,24.1,51.1,HOU,1.3,0.01368421052631579,-3.495673324379024,0.45247978721948445,-0.672974670379271,0.3318534493973888
"Rodriguez, Grayson",680570,2024,449,26.5,7.3,0.231,0.387,0.299,0.37,36.9,7.8,7.2,25.0,26.3,29.7,4.1,39.7,94.106694844,68.4,21.6,30.6,50.2,BAL,15.0,0.0334075723830735,-0.5658149673882664,-1.0298080809292143,1.1005500200736955,-0.8212882049669934
"Carrasco, Carlos",471911,2024,406,19.9,7.4,0.26,0.436,0.333,0.384,35.3,8.1,7.5,25.3,20.9,33.8,3.8,38.8,94.036830506,69.2,11.4,31.3,43.9,CLE,19.8,0.048768472906403945,1.304590447140696,0.6882110467869037,-0.036907728233104536,-0.7111560123712265
"Horn, Bailey",690544,2024,75,14.8,11.4,0.316,0.485,0.375,0.412,36.9,10.8,4.6,29.2,12.3,38.5,4.6,41.5,94.722267188,64.6,17.7,21.1,40.7,BOS,4.3,0.05733333333333333,3.815402419886417,2.0740410434255954,0.3024818167011126,1.406244272858963
"Manoah, Alek",666201,2024,90,25.2,7.8,0.217,0.406,0.314,0.368,35.4,10.8,10.8,13.8,29.2,33.8,1.5,35.4,93.795717077,68.7,20.1,27.1,48.1,TOR,4.2,0.04666666666666667,-0.24705845348374542,-1.984450598036495,0.09186292725561883,1.1522629171642522
"Germán, Domingo",593334,2024,84,18.0,13.0,0.268,0.436,0.358,0.384,34.8,7.6,4.5,27.3,34.8,24.2,1.5,36.4,93.518192273,70.6,11.2,29.1,40.4,PIT,3.6,0.04285714285714286,1.522509274767723,-0.5089259307562204,-1.5977546080736305,0.13863676474803424
"Kerr, Ray",678061,2024,92,26.2,6.8,0.254,0.43,0.342,0.429,50.0,12.1,9.1,24.2,24.2,21.2,7.6,45.5,95.36998746,65.9,23.3,32.8,57.6,ATL,5.3,0.057608695652173914,2.5033834415263887,-2.7334161282335727,2.4357203110066727,-1.0032805376804164
"Basso, Brady",669620,2024,87,20.4,5.4,0.245,0.378,0.289,0.339,33.3,7.2,2.9,30.4,30.4,29.0,0.0,42.0,93.402275362,67.2,18.5,24.9,39.5,OAK,3.6,0.041379310344827586,-0.17986944320001363,0.15232689129887106,-0.6065411928434453,-0.7402805979097788
"Fitts, Richard",690916,2024,76,10.6,8.2,0.26,0.375,0.309,0.311,33.3,1.4,10.1,26.1,31.9,27.5,2.9,33.3,93.454070896,67.1,9.1,32.0,29.2,BOS,0.8,0.010526315789473684,-0.568508699408764,1.6689284901827892,-2.5791555883427817,-1.8530466463766813
"Warren, Will",701542,2024,97,26.4,9.1,0.248,0.426,0.327,0.407,39.1,11.6,5.8,23.2,27.5,31.9,0.0,50.7,95.202841594,59.4,11.7,28.9,48.6,NYY,4.3,0.04432989690721649,2.1876883053241114,-0.15137282199131402,2.1660358152191943,1.2131134778951058
"Wilson, Bryse",669060,2024,405,18.6,7.0,0.279,0.477,0.352,0.404,37.5,9.2,7.7,26.8,26.5,25.8,4.0,44.3,94.771325015,68.1,15.9,25.6,35.9,MIL,15.6,0.038518518518518514,2.975163379881269,-0.01681992807493264,-0.1604444514863736,-0.5819124137575907
"Gray, Jon",592351,2024,408,19.6,6.4,0.276,0.441,0.331,0.389,34.8,8.6,6.5,26.2,27.1,26.8,4.3,42.2,94.980957625,70.6,14.6,29.7,48.9,TEX,13.1,0.0321078431372549,1.703849864525071,-0.07075112252400179,0.46734122744365153,-1.0625382568022004
"Coulombe, Danny",543056,2024,102,29.9,4.7,0.214,0.357,0.266,0.359,27.1,5.7,7.1,25.7,28.6,27.1,4.3,47.1,95.036747681,62.1,14.9,28.0,43.3,BAL,3.2,0.03137254901960784,-1.061416977571443,0.31493864012927647,1.445836501013985,-0.2889900000454025
"González, Victor",624647,2024,81,11.3,13.4,0.239,0.412,0.347,0.322,32.9,7.1,8.6,18.6,21.4,40.0,4.3,44.3,94.344768696,65.3,11.5,24.9,32.1,NYY,2.7,0.03333333333333333,1.0088593806047992,2.042765771804827,-0.9304257131235861,2.09228713384754
"Englert, Mason",669438,2024,87,17.2,5.4,0.279,0.529,0.364,0.423,35.2,14.1,7.0,21.1,26.8,25.4,4.2,47.9,95.296691429,77.7,18.6,30.7,45.9,DET,5.1,0.05862068965517241,3.9654174099412196,-1.9027130675098616,0.5102416709751547,-0.7989901140758535
"Poteet, Cody",547001,2024,87,16.7,8.3,0.279,0.434,0.342,0.374,33.8,5.6,8.5,31.0,25.4,29.6,0.0,42.3,94.319656479,65.3,11.3,21.6,28.6,NYY,2.8,0.03218390804597701,2.4278664756953017,1.7158865882068275,-0.7498864439278099,-0.27995967669974803
"Thompson, Keegan",624522,2024,107,28.3,14.2,0.224,0.397,0.325,0.397,41.7,12.5,5.6,19.4,29.2,29.2,4.2,47.2,94.990143056,68.1,17.9,25.4,52.8,CHC,3.5,0.03271028037383177,1.0916731256840013,-1.8928102798879065,1.8137526807070663,2.0696626033449017
"Jiménez, Dany",666204,2024,94,21.4,16.2,0.205,0.44,0.35,0.378,29.2,18.1,1.4,11.1,40.3,25.0,2.8,31.9,92.987702143,61.1,17.4,22.3,62.0,OAK,5.7,0.06063829787234043,-0.18652590007784053,-2.984071103029037,-1.6764259385778932,5.767270570012241
"Jones, Jared",683003,2024,456,26.2,7.7,0.234,0.404,0.311,0.386,36.9,9.8,6.7,23.5,27.4,29.0,3.4,44.5,94.534128685,70.9,22.7,30.4,49.5,PIT,16.3,0.03574561403508772,0.36451191331365024,-1.6146247979453678,1.5399678354890423,-0.557125697880633
"Anderson, Shaun",641312,2024,82,11.8,1.2,0.341,0.555,0.388,0.432,42.5,11.0,8.2,30.1,20.5,28.8,1.4,41.1,94.509590972,69.3,7.5,20.9,47.4,MIA,1.8,0.021951219512195124,5.452356183567064,1.6692406280688332,-0.5513263123152476,-1.6741819184302509
"Rodríguez, Yerry",666720,2024,88,16.2,12.4,0.308,0.594,0.432,0.483,35.6,12.3,12.3,30.1,23.3,15.1,5.5,49.3,95.517463099,74.9,18.3,22.4,34.7,TOR,6.9,0.07840909090909091,7.2362257808347525,-1.7885516633694811,0.29903635763251196,0.3100079927811167
"Davis, Noah",663562,2024,88,15.6,7.3,0.272,0.41,0.322,0.353,29.7,5.4,4.1,28.4,29.7,28.4,4.1,33.8,93.898810411,75.4,12.3,24.2,29.5,COL,2.7,0.030681818181818185,0.6236046766759116,1.018885930361515,-2.561964645972091,-1.1033398601238673
"Rasmussen, Drew",656876,2024,109,30.2,5.2,0.193,0.253,0.219,0.283,24.0,0.0,6.7,20.0,24.0,40.0,9.3,36.0,93.140661333,61.8,19.7,33.0,54.8,TB,0.2,0.001834862385321101,-6.281785506472639,1.6975160935567384,0.7330513031611577,-0.6210096901800641
"Jackson, Jay",543351,2024,105,25.4,7.9,0.256,0.456,0.334,0.419,42.1,10.5,5.3,27.6,28.9,26.3,1.3,42.1,93.731681316,71.1,21.8,25.8,36.8,MIN,6.2,0.05904761904761905,2.2323788684362227,-1.9081375144845139,0.03634880943232452,-0.6130416394322309
"Ashby, Aaron",676879,2024,107,27.7,8.4,0.203,0.328,0.272,0.338,31.6,6.6,6.6,17.1,17.1,47.4,1.3,36.8,93.954311528,55.3,11.1,30.8,54.1,MIL,2.7,0.025233644859813085,-2.6067505168064864,2.199211571800899,1.6520621594487173,1.8016307679324122
"Sammons, Bryan",676614,2024,94,17.3,8.7,0.214,0.464,0.325,0.354,36.8,9.2,7.9,15.8,46.1,18.4,2.6,31.6,92.844556533,67.6,12.8,33.9,43.8,DET,7.5,0.0797872340425532,0.22664218687475268,-3.3600677208493384,-3.1076787046470833,0.4637266056936648
"Diekman, Jake",518617,2024,114,27.6,16.6,0.221,0.39,0.345,0.399,36.4,10.4,6.5,22.1,16.9,36.4,6.5,39.0,93.756943733,61.2,23.5,25.0,40.2,NYM,6.2,0.054385964912280704,0.2017943557412597,-0.21799905611110965,0.9514556452768101,2.92253855972986
"Cousins, Jake",664776,2024,130,34.2,12.9,0.184,0.32,0.291,0.364,31.2,7.8,3.9,23.4,24.7,35.1,5.2,33.8,93.3060275,56.1,15.2,34.1,60.2,NYY,5.0,0.038461538461538464,-3.2258132669544977,0.035300764308080254,1.5174950078843932,1.8543481351307154
"Rosenberg, Kenny",670046,2024,96,16.3,7.7,0.287,0.519,0.367,0.417,36.7,10.1,5.1,26.6,27.8,27.8,2.5,38.0,94.176632179,69.5,17.0,24.0,37.5,LAA,3.9,0.040625,3.120610984236645,-0.08617726593398055,-1.1204471307869728,-0.11489798093564202
"Burr, Ryan",621114,2024,127,33.6,8.6,0.222,0.369,0.293,0.401,43.8,8.8,12.5,23.8,26.3,25.0,3.8,47.5,95.358148,71.1,14.3,33.8,62.3,TOR,3.9,0.030708661417322834,0.6415181155984163,-2.3141867431191367,3.5590679259415396,-1.28677446111078
"Anderson, Grant",681982,2024,109,24.2,8.3,0.261,0.498,0.347,0.438,28.7,10.0,7.5,27.5,27.5,22.5,5.0,41.3,94.5979725,62.9,20.5,23.7,42.3,TEX,9.5,0.0871559633027523,2.6905708175388936,-1.179590428169129,0.15086797961916698,1.205621612977787
"Alexander, Tyler",641302,2024,419,19.8,5.3,0.259,0.464,0.332,0.391,36.6,9.8,7.4,23.5,33.3,19.6,6.3,37.2,93.866581333,67.0,16.7,30.8,28.5,TB,20.7,0.049403341288782814,1.5235552462029287,-1.2713913569578357,-1.9695943228544357,-1.1654161395805192
"Devenski, Chris",606965,2024,108,19.7,11.5,0.247,0.525,0.367,0.418,33.3,11.9,9.5,20.2,38.1,19.0,1.2,44.0,95.02254,67.1,15.6,25.7,53.4,TB,7.9,0.07314814814814816,3.4252498129116837,-2.836319978415068,0.19536778448104955,2.016550693268205
"Hernández, Carlos",672578,2024,109,20.9,12.4,0.213,0.366,0.302,0.32,30.6,9.4,10.6,18.8,36.5,22.4,2.4,38.8,93.434648706,74.0,19.1,27.9,41.0,KC,2.8,0.02568807339449541,-0.9618675169459021,-2.335145764872273,-1.0119174601871448,0.6246657506598368
"Soriano, George",666277,2024,112,22.1,9.9,0.289,0.517,0.384,0.453,51.8,12.9,10.6,24.7,25.9,15.3,10.6,45.9,95.011721786,65.1,14.9,25.7,52.2,MIA,5.9,0.05267857142857143,4.79781452749336,-2.0707352681456648,0.6834202307692414,0.10807607754324364
"France, J.P.",641585,2024,107,18.2,9.9,0.27,0.487,0.362,0.405,39.5,9.3,9.3,22.1,32.6,22.1,4.7,32.6,93.960344767,66.3,22.1,23.0,33.3,HOU,6.4,0.059813084112149535,2.4032889127776653,-1.7931670127135353,-1.908164615001628,0.7095740027579311
"Allard, Kolby",663465,2024,109,19.7,6.8,0.249,0.44,0.321,0.372,27.9,8.1,4.7,25.6,27.9,30.2,3.5,40.7,94.426629767,68.4,16.9,26.2,35.8,PHI,4.2,0.03853211009174312,0.7347013494200738,0.4682916526680573,-0.6279431989213834,-0.0024435160702128145
"Lugo, Seth",607625,2024,773,21.7,5.7,0.243,0.389,0.3,0.354,32.8,8.0,6.2,22.1,25.1,33.1,5.4,39.0,93.994017356,65.1,13.9,27.9,42.7,KC,21.1,0.027296248382923678,-0.4583959613151744,0.8370903980709179,-0.3808534623879973,-0.09720392747892928
"Minter, A.J.",621345,2024,121,26.1,8.2,0.208,0.367,0.283,0.346,26.4,6.9,4.6,18.4,32.2,29.9,8.0,33.3,93.756282588,72.6,18.9,31.3,51.9,ATL,4.9,0.04049586776859505,-2.6025627343825617,-1.2466941391523028,-0.6908079676067884,0.22345763267405497
"Manning, Matt",666159,2024,108,18.7,9.8,0.266,0.424,0.332,0.37,36.4,9.1,5.7,28.4,34.1,20.5,2.3,35.2,93.351234432,68.8,16.8,27.0,43.6,DET,3.3,0.030555555555555555,0.8793715594980172,-1.0385426678752534,-1.3582882926720221,-0.4475045108355522
"Diaz, Yilber",700270,2024,105,16.0,10.1,0.282,0.424,0.343,0.369,38.6,4.5,5.7,27.3,29.5,29.5,3.4,45.5,94.986226782,66.1,12.0,20.0,47.8,AZ,3.1,0.029523809523809525,2.135916350025571,1.1725331316045495,-0.04227358506252005,0.6415610479674602
"Schwellenbach, Spencer",680885,2024,468,25.4,4.6,0.239,0.375,0.288,0.362,35.2,4.9,7.3,24.4,25.0,33.4,4.7,39.8,93.853559824,69.6,18.3,34.2,48.8,ATL,12.0,0.02564102564102564,-1.2425967692939062,0.022690865072007058,0.8303907629119915,-2.018165919029035
"Marte, Yunior",628708,2024,111,18.1,11.8,0.302,0.486,0.383,0.43,34.8,7.9,3.4,29.2,16.9,36.0,6.7,42.7,94.331632022,63.5,14.4,27.8,39.7,PHI,5.1,0.04594594594594594,2.8804043546050906,2.185725252021421,0.1737957423905751,0.63231925456516
"García, Yimi",554340,2024,138,32.0,7.8,0.185,0.373,0.27,0.366,36.7,13.3,2.2,14.4,41.1,21.1,7.8,34.4,93.693798523,68.6,20.8,33.8,45.7,SEA,6.1,0.04420289855072464,-2.255025071999941,-3.821666974324279,-0.950783311316279,0.5284444366432623
"Salazar, Eduardo",674285,2024,118,20.3,10.5,0.281,0.398,0.339,0.381,28.6,4.4,8.8,26.4,14.3,39.6,6.6,42.9,95.377835385,63.7,10.1,28.6,49.3,WSH,2.3,0.01949152542372881,0.8773090472824723,3.1913660521113685,1.63936538252181,0.3600396900362193
"Hodge, Porter",687863,2024,144,31.7,11.6,0.175,0.273,0.253,0.302,28.3,3.3,8.7,19.6,31.5,34.8,2.2,35.9,93.994984239,65.8,20.0,24.8,66.3,CHC,2.1,0.014583333333333334,-4.316603025003922,-0.7976871747305085,1.7310467246259096,1.6871215174402197
"Lowder, Rhett",695076,2024,114,17.2,10.9,0.267,0.37,0.321,0.341,34.8,3.3,6.5,28.3,28.3,31.5,2.2,41.3,94.310800659,70.1,18.0,23.0,26.8,CIN,0.1,0.0008771929824561404,0.3080072512129148,1.402491517242533,-0.8142033420822051,-0.6259708974758067
"Young, Danny",664849,2024,138,29.1,10.9,0.25,0.387,0.338,0.423,29.3,6.5,2.2,30.4,14.1,43.5,2.2,39.1,94.178702584,54.3,16.6,26.2,52.9,NYM,2.4,0.017391304347826087,-0.37130463926929735,3.0265247023383064,2.4498164414617496,1.6171750426963813
"Bowman, Matt",621199,2024,117,18.2,9.8,0.249,0.439,0.336,0.369,36.6,11.8,9.7,20.4,21.5,31.2,5.4,40.9,94.413392903,66.5,12.6,21.7,35.7,BAL,4.3,0.03675213675213675,1.9706902061980591,0.3958391080126163,-0.672442580418132,1.464159402948558
"Kelly, Michael",547184,2024,112,17.2,7.8,0.23,0.356,0.294,0.312,40.9,3.2,7.5,22.6,34.4,24.7,7.5,20.4,91.662761111,65.0,14.1,29.6,41.2,OAK,2.7,0.024107142857142858,-2.7117651254263837,-0.23966848317247577,-3.8953446436399135,-1.090377617589327
"Uceta, Edwin",670955,2024,149,35.8,5.0,0.184,0.255,0.219,0.308,32.3,3.2,4.3,24.7,35.5,28.0,4.3,31.2,93.000901648,70.2,26.8,33.8,48.3,TB,1.7,0.011409395973154362,-5.569204564518945,-1.8802410488534722,0.3107555640844515,-2.173740432711805
"Springs, Jeffrey",605488,2024,129,26.1,7.7,0.227,0.367,0.298,0.365,38.7,9.7,8.6,28.0,22.6,30.1,1.1,46.2,94.027314674,70.7,19.5,31.3,48.0,TB,4.5,0.03488372093023256,0.2681860500796333,-1.0141449619673946,1.9474600250896574,-1.2323956918380503
"Chivilli, Angel",683409,2024,122,21.1,7.5,0.264,0.447,0.338,0.397,31.9,10.6,4.3,28.7,18.1,35.1,3.2,46.8,94.631832128,74.6,24.7,36.5,56.7,COL,7.1,0.05819672131147541,1.379037385508452,-0.6208545420296283,2.4384214872231005,-1.339361387714322
"Ureña, José",570632,2024,414,15.1,8.4,0.26,0.411,0.324,0.345,26.0,7.7,5.7,20.0,22.9,38.9,4.9,39.7,94.465225677,71.0,16.4,26.4,38.6,TEX,13.3,0.0321256038647343,0.179041317667928,1.4561991447856804,-0.7678293651049029,0.6918058346190685
"Burke, Brock",656271,2024,135,26.6,10.4,0.226,0.33,0.29,0.347,30.5,4.2,5.3,27.4,25.3,32.6,5.3,41.1,94.312216211,71.8,24.9,28.5,42.5,LAA,3.0,0.022222222222222223,-1.794865050567576,-0.09816526692066779,1.0345517382912603,-0.6207594149604343
"Allen, Logan",663531,2024,114,16.4,7.8,0.305,0.453,0.359,0.395,41.1,5.3,3.2,34.7,23.2,29.5,4.2,40.0,94.108398632,73.2,14.0,21.8,42.6,CLE,21.2,0.18596491228070175,4.658492158435982,-0.791462281690011,-1.636245565394385,0.06806162329686671
"Allen, Logan",663531,2024,114,16.4,7.8,0.305,0.453,0.359,0.395,41.1,5.3,3.2,34.7,23.2,29.5,4.2,40.0,94.108398632,73.2,14.0,21.8,42.6,AZ,2.9,0.02543859649122807,2.626741106585815,1.4316294366058968,-0.6902274490317842,-1.5249455657847983
"López, Reynaldo",625643,2024,492,27.3,7.7,0.242,0.394,0.307,0.389,37.3,8.8,4.8,25.6,26.5,31.6,2.6,42.2,94.317767471,66.9,17.8,30.5,48.8,ATL,11.0,0.022357723577235773,0.017207564394389224,-0.3304190216558336,1.366040397944222,-0.5766818801157423
"Maeda, Kenta",628317,2024,442,19.8,6.4,0.257,0.426,0.324,0.374,36.9,8.2,3.7,28.4,31.5,26.1,2.0,36.1,93.470683011,66.6,13.3,30.9,43.3,DET,21.9,0.04954751131221719,0.7572485733702046,-0.28968003600001896,-1.1245470158168334,-1.0033661667640934
