,Name,player_id,year,pa,k_percent,bb_percent,xba,xslg,xwoba,xwobacon,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,iz_contact_percent,team_abbrev,xhr,xhr_rate,PC1,PC2,PC3,PC4,PC5
81,"Candelario, Jeimer",600869,2024,463,24.6,5.8,0.221,0.364,0.28,0.34,33.9,8.2,5.7,21.8,25.9,32.6,5.4,34.5,92.968221397,70.1,20.9,34.6,44.5,55.5,79.1,CIN,17.1,0.03693304535637149,-0.5647873810224298,0.804502541377833,1.00624418189506,-0.6814658401506216,-0.30350005502043065
82,"Story, Trevor",596115,2024,106,31.1,10.4,0.193,0.29,0.255,0.322,37.7,6.6,3.3,27.9,34.4,24.6,3.3,29.5,92.31155377,70.1,17.1,34.9,56.1,43.9,82.9,BOS,1.4,0.01320754716981132,-1.944947630299439,1.5281837426189697,-1.0839900604611252,-1.761435973650534,0.9063874315411504
83,"Bouchard, Sean",656248,2024,108,30.6,11.1,0.167,0.281,0.258,0.299,29.5,4.9,9.8,19.7,26.2,36.1,3.3,34.4,93.245498,65.7,23.9,22.2,61.2,38.8,75.4,COL,1.2,0.011111111111111112,-1.654298075612983,3.069777435413166,-1.0379456008288237,1.835404373576688,-0.40142726897896636
84,"Rojas, Josh",668942,2024,476,22.7,9.7,0.223,0.35,0.293,0.333,35.6,5.7,7.9,26.2,29.7,25.2,5.0,38.2,93.225198599,66.9,15.9,22.0,52.8,47.2,83.2,SEA,9.0,0.018907563025210083,-0.4086104364043824,0.23228048745132976,-1.611272410139156,-0.3757162782528887,0.19338853692962565
85,"Davis, Henry",680779,2024,122,36.9,10.7,0.156,0.228,0.226,0.286,29.0,4.8,6.5,21.0,29.0,27.4,11.3,35.5,92.897598852,71.3,29.1,24.4,56.1,43.9,70.9,PIT,1.7,0.013934426229508197,-2.81571438541119,4.536702057952914,-1.2039633645337362,0.40399156534457126,0.3228578168857264
86,"Schunk, Aaron",668845,2024,98,31.6,4.1,0.205,0.307,0.236,0.331,39.7,4.8,4.8,25.4,27.0,31.7,6.3,31.7,91.961485484,76.0,16.2,42.2,46.9,53.1,80.1,COL,1.2,0.012244897959183673,-2.4204911564326426,1.2733789863830758,1.7011366500463116,-2.1938593279586294,1.3765297658343163
87,"Westburg, Jordan",676059,2024,447,21.7,4.9,0.281,0.491,0.353,0.429,37.4,11.8,9.0,23.4,23.7,29.9,2.2,46.1,95.272487,71.6,20.7,30.4,49.6,50.4,79.3,BAL,19.3,0.043176733780760625,3.6311493288102374,-0.5897413916824772,1.268952623435134,-0.6876677115924799,0.006073954842948925
88,"Wagner, Will",695238,2024,86,18.6,4.7,0.317,0.483,0.36,0.428,39.4,9.1,7.6,33.3,9.1,34.8,6.1,50.0,95.467120758,65.9,7.5,28.0,47.1,52.9,92.5,TOR,1.5,0.01744186046511628,2.760683043272372,-3.520619899431163,1.3990316663814522,0.7273549530196678,2.8728454244261523
89,"McCray, Grant",687529,2024,130,43.1,4.6,0.192,0.346,0.252,0.42,30.9,11.8,7.4,20.6,17.6,35.3,7.4,44.1,95.365513125,73.4,33.2,31.3,69.6,30.4,66.3,SF,5.5,0.04230769230769231,1.481784867559818,5.051297905771318,1.9257598154322568,0.8912167201298998,1.3669477560737842
90,"Williams, Alika",675961,2024,96,22.9,3.1,0.226,0.306,0.251,0.309,38.6,4.3,2.9,25.7,30.0,25.7,11.4,27.1,92.542401077,67.5,15.5,30.3,45.5,52.3,81.4,PIT,0.1,0.0010416666666666667,-3.2261787637008528,0.1499081981891284,-0.12676355064891273,-1.9426833236391718,1.2937628632903948
91,"O'Hoppe, Logan",681351,2024,522,29.7,6.3,0.251,0.454,0.331,0.442,42.9,12.0,7.1,26.7,24.5,26.7,3.1,46.3,95.0870388,72.4,22.7,34.0,54.3,45.7,77.3,LAA,16.8,0.03218390804597701,3.1792911419262144,0.6287113534207913,0.7088165678294379,-1.449257782338996,1.5561448534409466
92,"Cooper, Garrett",643265,2024,116,30.2,6.0,0.261,0.412,0.321,0.431,47.2,9.7,6.9,31.9,19.4,25.0,6.9,36.1,93.4931725,57.2,19.5,37.0,43.7,56.3,80.5,BOS,2.7,0.02327586206896552,1.40410460575358,-0.7622750901423788,-0.4803463301280022,-1.5959331521885345,3.1601316083910915
93,"Yoshida, Masataka",807799,2024,421,12.4,6.4,0.258,0.394,0.322,0.326,36.3,5.5,7.3,26.8,23.8,31.7,4.9,37.5,93.581912866,64.7,8.7,25.2,30.6,69.4,91.3,BOS,11.3,0.026840855106888363,-0.3382242356461391,-2.8794676565503203,-0.2028003799441664,-0.16214878692134088,-0.30901636104667074
94,"Winker, Jesse",608385,2024,508,20.9,12.4,0.245,0.384,0.329,0.357,30.1,7.6,3.3,28.3,24.0,33.1,3.6,37.4,93.570274815,64.7,15.0,19.0,37.5,62.5,84.9,NYM,12.2,0.024015748031496063,-0.03006930868709834,-1.5845889982269905,-1.5732883727308666,1.4193660668643657,0.19389166550938366
95,"Lux, Gavin",666158,2024,487,22.6,9.0,0.259,0.386,0.318,0.372,35.0,6.0,7.3,29.0,19.0,34.7,3.3,41.1,93.691033374,66.8,17.4,23.1,40.8,59.2,82.5,LAD,7.3,0.014989733059548255,0.4446601734483942,-1.3240069350913557,-0.28888490546106926,0.9769628497820697,1.3170555607199197
96,"Ramos, Bryan",682868,2024,108,20.4,6.5,0.231,0.357,0.282,0.325,35.9,6.4,6.4,24.4,26.9,34.6,1.3,46.2,94.750177179,61.2,19.8,25.5,51.9,48.1,80.2,CWS,3.3,0.030555555555555555,0.32040250083661903,0.0520926317726273,-0.17640646509115518,0.7243664910199581,-0.14688293288389276
97,"Sweeney, Trey",700242,2024,119,26.9,5.9,0.211,0.411,0.298,0.378,27.8,8.9,10.1,17.7,22.8,39.2,1.3,46.8,94.934800886,67.0,18.0,33.5,61.3,37.3,82.0,DET,4.3,0.0361344537815126,1.4295795172655152,1.649684615738566,1.8691041701339624,1.480547778423045,-1.3196615277324037
98,"Thomas, Alek",677950,2024,103,16.5,6.8,0.278,0.446,0.337,0.379,26.6,7.6,7.6,20.3,11.4,48.1,5.1,46.8,95.041754868,66.0,16.9,30.3,45.3,52.8,83.1,AZ,2.2,0.021359223300970877,1.166747473911149,-1.5015006075706396,2.5118410961391784,3.1187254276149377,-0.09837054963080562
99,"Pham, Tommy",502054,2024,478,22.2,7.3,0.263,0.407,0.319,0.379,32.2,7.2,7.8,26.3,23.6,32.2,2.7,42.7,94.883209671,59.8,15.9,18.7,46.2,53.8,84.1,KC,11.1,0.023221757322175733,1.1279868447283952,-1.0903729338314125,-0.8445054890852883,1.29779757706185,0.16551767643248483
100,"Wong, Connor",657136,2024,487,23.4,5.7,0.231,0.355,0.288,0.342,30.7,6.3,5.4,24.4,25.6,30.1,7.7,34.5,93.452738532,72.2,19.7,29.5,52.8,46.4,80.2,BOS,12.9,0.02648870636550308,-0.8403785505657082,0.7274077545853019,0.7019305220584712,-0.43358900726040783,0.2932927374548591
101,"Lopez, Nicky",670032,2024,445,15.1,8.3,0.227,0.288,0.268,0.27,30.0,1.5,1.5,23.4,22.6,43.6,7.1,16.9,91.042138226,68.6,13.5,27.9,34.2,64.9,86.0,CWS,0.8,0.0017977528089887641,-4.788762780774021,-1.532723310120105,0.3414597229802302,0.9442279019863213,0.24515286110805332
102,"Trout, Mike",545361,2024,126,21.4,12.7,0.271,0.591,0.405,0.483,40.2,17.1,6.1,19.5,36.6,15.9,4.9,41.5,94.924062683,63.6,15.5,18.6,40.0,60.0,84.5,LAA,8.2,0.06507936507936507,5.256106934275266,-1.2374935584426623,-3.0878644976379404,-1.474870863991422,-1.9132275190054586
103,"Schmitt, Casey",669477,2024,113,22.1,3.5,0.244,0.441,0.306,0.375,31.3,8.4,7.2,24.1,31.3,27.7,1.2,36.1,93.803955783,69.1,11.2,36.8,49.3,50.7,88.8,SF,5.7,0.050442477876106194,0.9653562998432057,-0.5224875964789192,1.344879785586322,-1.6139094139981351,-1.390256960832693
104,"Miranda, Jose",669304,2024,429,15.4,4.2,0.259,0.399,0.306,0.339,33.9,5.9,7.7,21.2,31.3,30.7,3.2,38.9,93.786600855,70.9,12.6,35.6,40.0,60.0,87.4,MIN,8.4,0.019580419580419582,-0.23243583433204146,-1.297932174088592,1.4157175024171935,-1.2444476208323882,-1.291511374540419
105,"Clemens, Kody",665019,2024,120,24.2,4.2,0.192,0.345,0.251,0.306,30.6,7.1,8.2,18.8,37.6,25.9,2.4,42.4,93.94476,63.5,20.6,33.5,36.0,64.0,79.4,PHI,5.0,0.041666666666666664,-0.6870455982855498,1.4536787321348024,0.24777420581291712,-1.1585567189115529,-2.7282419140040455
106,"Abreu, José",547989,2024,120,23.3,3.3,0.161,0.24,0.198,0.227,26.7,2.3,3.5,17.4,29.1,45.3,2.3,33.7,93.123486279,68.7,21.9,33.3,46.3,53.8,78.1,HOU,1.2,0.01,-4.454240202639197,2.186878749461298,2.004456263267989,1.155085289268297,-1.446074885435286
107,"Stephenson, Tyler",663886,2024,515,22.7,9.3,0.241,0.403,0.322,0.373,33.0,9.1,6.1,25.1,22.2,35.1,2.0,43.9,94.587176774,63.4,13.2,23.7,47.2,52.8,86.8,CIN,13.7,0.026601941747572813,1.0953967826707327,-0.8970002175526242,-0.3876578084767401,1.4005439793419985,0.008654062085718508
108,"Hedges, Austin",595978,2024,146,34.2,4.1,0.127,0.179,0.166,0.208,24.1,1.1,5.7,17.2,42.5,23.0,10.3,24.1,91.400617284,76.0,23.6,29.0,61.6,35.6,74.7,CLE,2.2,0.015068493150684932,-5.802075042976496,5.411360421690383,-0.1842580029746467,-1.7957287670691775,-1.7662620650516494
109,"Jackson, Alex",656577,2024,155,34.2,7.7,0.138,0.262,0.223,0.283,21.6,9.1,1.1,12.5,40.9,31.8,4.5,31.8,92.833252184,71.9,29.5,36.4,56.9,41.5,69.6,TB,2.7,0.01741935483870968,-3.1995882466996357,5.0606439302015485,0.6147261696513611,-0.0834455191845894,-2.5829104794746582
110,"Carpenter, Matt",572761,2024,157,32.5,9.6,0.211,0.35,0.287,0.377,46.6,6.8,8.0,25.0,35.2,17.0,5.7,28.7,92.292438452,62.2,19.2,20.3,62.5,37.5,80.4,STL,4.7,0.029936305732484077,0.11968907275203906,1.7584192147157238,-3.446133706342947,-2.2008323974112116,1.1302959419996617
111,"Hilliard, Sam",656541,2024,158,35.4,8.9,0.215,0.403,0.297,0.436,30.7,14.8,2.3,27.3,27.3,21.6,5.7,52.3,97.006523171,66.7,29.7,27.8,66.3,33.7,69.8,COL,8.1,0.05126582278481012,3.219727404366436,3.0735524355358024,-0.48377178412875604,0.11525524270572438,0.8571130368149953
112,"Ortiz, Joey",687401,2024,511,20.2,11.0,0.234,0.343,0.305,0.327,26.6,4.6,5.2,24.0,24.9,35.5,5.2,38.4,93.766433018,53.5,9.9,24.7,33.3,66.7,89.8,MIL,10.8,0.021135029354207437,-1.3345612759417778,-1.6410724798108258,-1.2916588820154442,2.1425717374677404,-1.0209024214567626
113,"Torrens, Luis",620443,2024,130,21.5,6.9,0.259,0.4,0.318,0.371,36.3,6.6,7.7,31.9,18.7,34.1,1.1,46.2,93.972417033,67.6,15.4,24.7,40.3,59.7,84.6,NYM,2.5,0.019230769230769232,0.9930145991094093,-1.7790889602485174,0.25456406399210785,0.5414113840998519,1.439688461516763
114,"Crews, Dylan",686611,2024,132,19.7,8.3,0.253,0.418,0.325,0.368,23.4,6.4,8.5,21.3,18.1,39.4,5.3,44.7,94.909751613,63.6,13.7,26.6,43.7,56.3,86.3,WSH,4.0,0.030303030303030304,0.7262572933297435,-0.9419650860844304,0.997589222200977,2.5440508719200112,-1.0733268862105536
115,"Harris II, Michael",671739,2024,470,20.0,4.9,0.284,0.461,0.344,0.41,33.5,10.0,8.3,21.8,18.9,35.0,6.0,47.0,96.053474224,69.7,18.4,39.6,37.7,62.0,81.5,ATL,16.3,0.03468085106382979,2.4958410462933163,-1.1757923204757181,2.623412251752379,0.10148294674245392,-0.1637237625377685
116,"Mullins II, Cedric",656775,2024,499,19.6,8.2,0.227,0.355,0.291,0.32,31.7,4.9,5.4,21.4,36.0,26.0,6.3,33.4,92.89369311,73.3,13.3,28.1,35.6,62.5,84.3,,0.0,0.0,-1.9674969374707518,-0.45137355184744515,-0.458274418874229,-1.1938569460391775,-1.1824841308604277
117,"Hernaiz, Darell",687231,2024,135,20.0,8.1,0.228,0.283,0.271,0.295,30.2,1.0,2.1,26.0,27.1,36.5,7.3,33.3,92.890300968,65.2,17.2,25.9,46.0,54.0,82.8,OAK,1.1,0.00814814814814815,-3.116191948240141,-0.38720823857367365,-0.3449492943458653,0.8011514561264462,0.571701599279631
118,"Sánchez, Jesús",660821,2024,537,26.1,7.6,0.264,0.468,0.343,0.437,31.8,12.2,7.1,23.6,16.2,37.2,3.1,51.3,96.923820315,73.5,21.9,36.1,47.2,52.6,77.6,MIA,19.6,0.03649906890130354,3.5640654178438123,0.010274631232214199,2.4574713395978294,1.1095156201908982,0.4402741985857993
119,"Mendick, Danny",664901,2024,141,24.8,4.3,0.206,0.328,0.256,0.313,31.6,6.1,5.1,22.4,29.6,27.6,9.2,22.4,91.425542526,67.3,26.8,28.0,33.3,66.7,73.2,CWS,3.3,0.023404255319148935,-2.818994501792071,1.2370835384436747,-0.22337922868986354,-1.258386737296709,-0.2329557290038356
120,"Arraez, Luis",650333,2024,672,4.3,3.6,0.31,0.4,0.325,0.323,40.9,1.6,3.8,32.6,26.8,31.3,3.9,23.7,91.449624457,63.0,4.7,35.3,11.3,88.0,95.0,SD,5.2,0.007738095238095238,-2.370195533991435,-6.08697821618074,0.4112459439805622,-2.2268406683341655,0.6880246514746354
121,"Thaiss, Matt",642136,2024,186,31.2,15.1,0.194,0.323,0.291,0.349,33.0,8.0,8.0,20.0,27.0,28.0,9.0,40.0,94.000036869,68.3,34.6,22.0,54.8,44.0,65.4,LAA,3.6,0.01935483870967742,0.16095673842297725,3.4203786254738113,-2.04205610320714,1.1111897970566667,0.34819725088854886
122,"Nido, Tomás",621512,2024,140,25.0,3.6,0.217,0.41,0.282,0.363,36.0,12.0,12.0,16.0,22.0,30.0,8.0,44.0,94.248211563,79.1,25.4,41.7,56.2,43.8,74.1,CHC,5.0,0.03571428571428571,1.4427190400283891,2.643840058435219,2.936098893143036,-1.290715758112588,-0.5609030580263155
123,"Suzuki, Seiya",673548,2024,585,27.4,10.8,0.255,0.453,0.346,0.437,38.8,11.5,10.1,25.3,28.1,23.9,0.8,49.2,95.834191408,59.6,16.6,20.7,46.1,53.9,83.4,CHC,19.9,0.03401709401709401,3.7167265084061234,-0.44663862148172656,-2.0157287726810313,0.27789245143849894,-0.14234345989362243
124,"Pache, Cristian",665506,2024,183,35.0,9.3,0.195,0.283,0.25,0.334,26.5,4.9,6.9,24.5,22.5,37.3,3.9,38.2,94.253817172,72.6,27.0,25.5,50.5,48.5,71.1,MIA,1.3,0.007103825136612022,-1.395697316883048,2.6704525990491295,0.4294415302124015,1.6927153450589956,0.7304923743671619
125,"Greene, Riley",682985,2024,584,26.7,11.0,0.253,0.477,0.353,0.445,39.1,13.4,8.1,22.9,21.2,32.7,1.4,47.1,95.54007409,66.3,19.4,23.1,45.8,54.2,80.6,DET,25.8,0.04417808219178082,3.953124153024789,-0.2934016667506093,-0.6446449002491267,0.9184634063687991,0.15703353299739198
126,"Davis, J.D.",605204,2024,157,24.8,7.6,0.212,0.347,0.284,0.331,24.3,8.7,5.8,16.5,15.5,47.6,4.9,43.7,94.978441569,74.4,31.1,24.7,47.8,52.2,68.9,NYY,3.9,0.02484076433121019,-0.1290999432838468,2.107563373051615,2.1319566157664385,3.2047448654885544,-0.5325899520954189
127,"McGuire, Reese",624512,2024,158,24.7,8.2,0.222,0.341,0.282,0.33,29.8,6.7,6.7,23.1,26.0,26.9,9.6,26.9,91.98821798,61.6,11.6,29.5,49.5,50.5,88.4,BOS,4.6,0.02911392405063291,-1.8047406897761697,0.25726380809858485,-0.8204735133810531,-0.22220707913384447,-0.32931205517858025
128,"McNeil, Jeff",643446,2024,472,14.4,7.4,0.235,0.336,0.288,0.294,32.2,3.1,6.1,25.3,32.5,28.3,4.4,31.1,92.484410197,78.4,11.1,30.7,35.2,64.8,87.9,NYM,10.3,0.021822033898305088,-2.0169128678447676,-1.3404642445669883,0.4303152882713466,-1.630987755199614,-1.0664452280333263
129,"Scott II, Victor",687363,2024,155,27.1,3.9,0.205,0.309,0.246,0.309,33.3,5.7,6.7,16.2,27.6,35.2,8.6,33.3,93.434588081,70.5,15.5,29.3,53.1,43.2,82.0,STL,2.0,0.012903225806451613,-2.2253112568335833,1.8074049113883723,1.017782741871966,-0.06260714870636977,-0.5742761079887932
130,"Manzardo, Kyle",700932,2024,156,26.3,5.8,0.197,0.377,0.271,0.337,31.4,9.5,10.5,16.2,40.0,20.0,3.8,40.0,94.056427333,64.7,19.0,27.7,48.8,51.2,81.0,CLE,6.3,0.04038461538461539,0.3971806270298616,2.191838034339136,-0.8484116347100599,-1.4065101465534662,-2.9203890937221555
131,"Beck, Jordan",687597,2024,184,35.3,6.5,0.209,0.329,0.263,0.376,32.1,6.6,5.7,28.3,26.4,28.3,4.7,32.1,93.335075283,73.1,26.6,33.5,53.2,46.8,73.4,COL,3.0,0.016304347826086956,-0.8141631587102435,2.300737457596285,0.5674874235588194,-0.9047656784197431,1.5311426683415568
132,"Blackmon, Charlie",453568,2024,499,17.2,8.6,0.249,0.365,0.306,0.328,34.1,5.2,4.4,27.7,29.7,27.7,4.7,27.2,92.106050111,66.2,13.3,29.5,32.7,67.3,86.4,COL,12.3,0.02464929859719439,-1.5096514149382416,-1.9065043376759612,-0.805533433225746,-1.102453252188139,-0.16322559626321387
133,"Rice, Ben",700250,2024,178,27.0,11.2,0.235,0.459,0.34,0.422,34.9,15.6,1.8,23.9,30.3,26.6,1.8,36.7,94.277701284,72.9,17.6,20.6,53.2,46.8,82.4,NYY,9.7,0.05449438202247191,2.6577157450164837,0.323371159886945,-1.324480631702021,-0.41523236768949523,-0.4647008384735906
134,"Hill, Derek",656537,2024,172,32.6,2.9,0.241,0.396,0.294,0.421,37.6,11.0,4.6,28.4,15.6,33.9,6.4,36.7,93.800468365,71.2,22.5,35.5,63.1,36.9,77.5,MIA,6.9,0.040116279069767447,1.198256806826958,1.3079810013482769,1.9594214166858892,-0.5949237964820504,2.631762320033043
135,"Smith, Pavin",656976,2024,158,19.6,11.4,0.293,0.529,0.395,0.459,34.9,14.7,2.8,25.7,22.0,30.3,4.6,44.0,95.421898349,59.3,14.1,17.9,45.6,54.4,85.9,AZ,8.3,0.052531645569620256,4.058439509648492,-2.3968834521983715,-1.6485431172145835,1.2771725847646762,0.1312408609030316
136,"Lowe, Nathaniel",663993,2024,565,22.1,12.6,0.252,0.38,0.328,0.368,32.6,5.8,6.8,26.3,20.0,37.5,3.0,40.0,94.330442369,62.8,12.3,23.5,41.8,58.2,87.7,TEX,13.3,0.023539823008849558,0.518743575071868,-1.5700954012552246,-0.8714622086052448,1.9607822828923636,0.34200259351003254
137,"Martini, Nick",605361,2024,163,23.3,5.5,0.214,0.34,0.276,0.322,32.4,7.2,1.8,19.8,31.5,32.4,7.2,34.2,93.416418378,68.0,18.1,29.7,41.6,58.4,81.9,CIN,3.8,0.02331288343558282,-1.767371141739269,0.5758598320694182,0.28900093517897346,-0.440368873872449,-0.7847289189908102
138,"Stewart, DJ",621466,2024,194,24.7,16.0,0.212,0.346,0.326,0.352,34.2,8.1,8.1,23.4,35.1,22.5,1.8,39.6,94.280565091,66.5,23.5,14.2,62.3,37.7,76.2,NYM,5.8,0.029896907216494843,1.2963045850865145,1.5572146394867747,-3.5679841210763734,0.519391865689998,-0.6867026241653302
139,"Baty, Brett",683146,2024,171,24.6,9.4,0.211,0.344,0.282,0.33,27.7,5.4,6.3,19.6,22.3,39.3,7.1,33.0,93.683074727,69.2,16.4,31.8,48.1,50.9,81.9,NYM,3.9,0.022807017543859647,-1.417920258509286,0.8058966410992069,0.8633631509346522,1.3522469783447293,-0.5833708540511382
140,"Norby, Connor",681393,2024,194,33.0,7.7,0.228,0.439,0.316,0.443,47.0,14.8,7.0,25.2,24.3,20.9,7.8,39.1,93.692715217,79.9,26.5,34.8,48.9,51.1,73.5,MIA,9.1,0.04690721649484536,2.8703030384152846,1.851793828915817,0.27665758976183497,-2.913034320803438,1.763587964537777
141,"Stubbs, Garrett",596117,2024,187,26.7,9.1,0.192,0.238,0.246,0.27,40.9,0.0,4.3,24.3,32.2,23.5,15.7,9.6,89.651776916,66.8,15.9,32.8,42.7,53.2,81.7,PHI,1.0,0.0053475935828877,-5.514775583623383,0.9860345963960482,-1.9512271152398304,-2.5989229153980076,1.3736157486627198
142,"Heim, Jonah",641680,2024,491,18.3,5.3,0.228,0.356,0.277,0.311,29.9,5.9,5.9,24.0,28.8,31.3,3.8,36.4,93.44020477,76.3,14.4,32.1,35.8,64.2,85.6,TEX,11.1,0.02260692464358452,-1.3234292951549333,-0.5582976691272853,1.351093115441171,-0.8528875615075964,-1.0397474145478482
143,"McCarthy, Jake",664983,2024,495,15.8,6.3,0.265,0.359,0.311,0.331,30.4,2.7,4.3,25.8,21.0,35.8,10.2,24.5,91.834529486,67.0,7.9,31.1,39.1,58.4,91.1,AZ,7.5,0.015151515151515152,-2.5880556589456414,-2.3533248512523457,0.6732888406420077,0.029123368234175072,0.548491895246867
144,"Canzone, Dominic",686527,2024,188,28.2,9.6,0.215,0.426,0.307,0.393,31.6,11.1,10.3,14.5,26.5,34.2,3.4,44.4,95.324768718,68.9,24.1,37.0,51.9,48.1,75.9,SEA,8.0,0.0425531914893617,2.2072171221425845,2.181858404194469,1.151926172644172,0.6073355940880261,-1.740568766751432
145,"Alexander, Blaze",677942,2024,185,26.5,8.1,0.204,0.281,0.258,0.3,22.9,3.4,5.9,22.9,23.7,37.3,6.8,34.7,93.553851293,75.2,18.8,29.2,56.1,43.9,81.2,AZ,2.4,0.012972972972972972,-2.4289000326578583,1.719516844218777,1.1863580484268594,1.2650965422653269,-0.1405934405689595
146,"Holliday, Jackson",702616,2024,208,33.2,7.2,0.191,0.326,0.258,0.344,27.0,8.2,9.8,22.1,18.9,34.4,6.6,45.1,94.576202541,65.6,24.3,27.2,57.0,42.1,75.3,BAL,5.9,0.02836538461538462,-0.020666638439291653,2.920892796786964,0.6267179779366552,1.7797037460490681,0.1355730194281209
147,"Malloy, Justyn-Henry",669234,2024,230,37.0,10.0,0.179,0.327,0.267,0.365,31.9,10.9,6.7,21.8,30.3,26.9,3.4,37.8,93.208402605,65.0,27.9,19.7,69.2,30.8,72.1,DET,8.0,0.034782608695652174,0.3577849606430808,3.9577291850197622,-1.852142465973937,0.5282841108976821,0.062358228670999494
148,"Stowers, Kyle",669065,2024,209,35.4,6.2,0.223,0.368,0.29,0.417,36.1,10.9,8.4,28.6,16.8,32.8,1.7,51.3,95.709246525,78.5,27.1,32.6,55.7,44.3,72.9,MIA,3.2,0.015311004784688996,2.2070750950598903,2.116427767998708,1.9185297310895544,0.2235008508879317,2.249330669820388
149,"Taveras, Leody",665750,2024,529,21.2,7.9,0.24,0.368,0.295,0.34,31.5,5.9,5.3,24.5,30.1,30.1,2.9,35.5,93.650113205,69.5,17.4,29.0,46.3,52.7,81.8,TEX,12.7,0.024007561436672965,-0.49927531695254307,-0.2521187849796832,0.01372978601139918,-0.35488968554846767,-0.47490372720391294
150,"Raleigh, Cal",663728,2024,628,28.0,11.1,0.233,0.476,0.346,0.442,35.6,15.4,6.9,23.4,31.9,17.3,4.8,48.1,95.508789467,74.0,23.0,32.7,47.1,52.9,76.8,SEA,33.0,0.052547770700636945,3.9667076553163723,1.1775716161690002,-0.5422959081489757,-1.6894845468687953,-0.7738391534468402
151,"Slater, Austin",596103,2024,212,28.3,12.3,0.232,0.319,0.303,0.353,37.2,3.3,6.6,33.9,15.7,33.1,7.4,37.2,93.491320256,66.2,24.7,18.6,48.8,51.2,73.9,BAL,1.7,0.008018867924528302,-0.5760710445747441,0.12052063859532539,-1.7088876980087708,1.3762964770061479,3.3358004873253724
152,"O'Hearn, Ryan",656811,2024,494,14.0,9.3,0.278,0.461,0.351,0.374,35.0,6.9,9.3,23.1,26.3,32.1,2.1,40.1,94.095787394,67.7,10.3,26.2,37.8,62.2,89.7,BAL,14.2,0.02874493927125506,1.5226235189110706,-2.5541491305852126,-0.15525037240481215,0.10497214651408142,-1.0368201520776306
153,"Gallo, Joey",608336,2024,260,39.2,12.3,0.173,0.348,0.285,0.404,32.8,13.1,8.2,18.9,36.9,18.9,4.1,43.4,94.605556281,68.3,32.7,22.0,61.5,37.6,67.3,WSH,8.3,0.03192307692307693,1.7821595034011777,4.7843064485749744,-2.359194858937348,-0.3488812385372346,-0.8070733640181766
154,"Grisham, Trent",663757,2024,209,27.3,10.5,0.203,0.389,0.305,0.367,25.6,12.0,7.2,16.0,32.0,26.4,6.4,46.4,94.648811864,56.9,17.8,13.8,50.0,48.1,79.9,NYY,8.5,0.04066985645933014,1.0877862471010926,1.6749095597306942,-2.393303857402588,1.8184181175430894,-2.5268601213593183
155,"Seager, Corey",608369,2024,533,18.0,9.9,0.289,0.561,0.39,0.453,38.6,15.2,9.7,22.6,22.0,28.1,1.8,50.7,96.157523456,79.5,13.5,27.8,50.2,49.8,86.5,TEX,26.7,0.050093808630394,5.516050792327692,-1.5133235208055902,0.8826093294904039,-0.4869781746877454,-0.5338899124798008
156,"Morel, Christopher",666624,2024,611,26.0,10.0,0.225,0.399,0.316,0.381,27.6,10.2,4.5,21.8,26.5,34.1,2.6,40.4,94.784090605,68.8,27.3,26.2,51.1,48.9,72.7,TB,21.2,0.034697217675941076,1.1789088536345425,1.3125154759970719,0.03552708630787638,1.2150626048344346,-0.5891107368478458
157,"Schneemann, Daniel",682177,2024,221,31.7,11.3,0.209,0.307,0.277,0.348,41.3,4.8,5.6,31.7,23.8,31.7,2.4,38.1,93.326836825,74.5,24.5,24.5,52.7,47.3,75.5,CLE,2.3,0.010407239819004524,-0.4705524959148609,1.1994013747962011,-1.0130850642980522,-0.21023703789355508,2.6505816561378013
158,"Wallner, Matt",670242,2024,261,36.4,9.2,0.234,0.468,0.358,0.518,38.1,17.5,10.3,27.8,26.2,15.9,2.4,53.2,96.920236746,71.7,31.3,26.0,56.4,43.6,68.8,MIN,13.7,0.05249042145593869,6.112337360394145,2.460892032514548,-0.8281183350637142,-1.1154294386077068,0.9475012434417212
159,"Mitchell, Garrett",669003,2024,224,31.7,11.2,0.232,0.374,0.312,0.411,34.6,8.7,6.3,24.4,11.0,41.7,7.1,37.0,94.510744,68.5,27.0,17.6,68.9,28.4,71.7,MIL,5.3,0.023660714285714285,1.2042174983109917,1.8521982286614813,-0.3543022663101825,2.823424708948182,2.627170134230614
160,"Loftin, Nick",679845,2024,171,14.0,11.1,0.225,0.305,0.283,0.272,30.7,3.1,1.6,20.5,29.9,37.0,7.9,26.0,91.737416905,65.7,6.0,20.9,43.3,56.7,94.0,KC,0.6,0.0035087719298245615,-3.8294935449143743,-1.522586050900201,-1.400907550369919,0.9905669471768818,-0.8743544376550659
161,"Arozarena, Randy",668227,2024,648,26.1,11.3,0.219,0.381,0.324,0.375,28.4,8.3,7.0,21.1,27.6,33.1,2.6,43.5,94.731331384,59.5,25.0,24.3,40.0,60.0,75.0,SEA,21.6,0.03333333333333333,1.0506047354342696,0.7177339863446303,-1.1104870221721865,1.7194302121686076,-1.181946936249537
